lat,lon,MaxWind,RMW,MIN_SLP,SHR_MAG,SHR_HDG,STM_SPD,STM_HDG,SST,OHC,TPW,LAND,850TANG,850VORT,200DVRG,class
32.1,302.7,96,93,962,20,181,11,4,270,9999,45,1457,150,-105,-27,0
33,302.8,85,80,973,24,191,16,18,272,9999,44,1373,130,-114,-39,0
34.3,303.4,80,71,977,26,185,18,29,272,9999,45,1273,120,-114,-27,0
35.6,304.4,69,87,983,38,186,24,42,270,9999,44,1167,93,-94,-36,0
13.6,298.6,51,112,1008,5,9,14,292,303,9999,59,314,170,42,93,0
13.9,297.6,53,118,1003,5,51,15,289,297,9999,59,356,154,37,136,0
13.9,296,52,143,1001,13,54,12,284,292,9999,57,356,132,52,96,0
14.2,294.5,60,72,995,21,71,11,281,294,9999,57,405,126,39,79,0
14.2,292.8,63,90,991,19,76,13,265,293,9999,57,346,151,57,106,0
14.2,291.9,62,76,986,19,73,12,275,293,9999,55,309,135,65,83,1
13.5,288.1,140,29,934,16,75,7,270,281,9999,57,113,215,88,54,0
13.3,287.5,139,94,935,22,71,4,284,278,9999,57,124,209,89,56,0
13.3,286.9,135,58,938,20,85,5,270,273,9999,57,175,221,93,73,0
13.2,286.8,133,147,936,15,99,5,339,269,9999,59,178,219,115,122,0
13.5,286.6,136,98,935,16,77,6,316,249,9999,58,215,221,91,97,0
13.7,286.1,137,57,933,16,71,4,334,253,9999,59,272,247,81,108,0
14,285.6,126,111,941,11,92,5,324,269,9999,60,312,244,93,129,0
14.3,285.3,128,51,939,5,73,5,360,275,9999,60,349,238,101,136,0
14.5,285,125,70,938,7,57,5,360,280,9999,60,377,228,106,123,0
14.9,285,116,110,935,6,80,6,18,274,9999,60,347,225,98,108,0
15.4,285.1,119,87,935,9,146,8,360,280,9999,60,300,231,117,117,0
15.9,285.1,121,90,934,8,147,8,22,290,9999,60,252,245,120,122,0
16.6,285.4,128,104,927,10,134,8,13,285,9999,61,177,235,114,151,0
17.4,285.5,129,138,927,8,142,9,6,289,9999,60,91,238,95,122,0
18.5,285.7,124,74,934,12,115,10,5,278,9999,60,0,226,88,147,0
19.3,285.7,124,116,943,8,150,9,360,294,9999,58,78,210,78,148,0
20.1,285.7,121,91,944,13,154,8,347,285,9999,59,-2,196,69,99,0
20.6,285.6,113,68,958,15,155,9,343,284,9999,58,34,194,64,57,0
21.5,285.1,99,82,964,15,168,8,332,294,9999,57,91,181,47,16,0
22.2,284.6,108,49,959,12,170,10,333,293,9999,59,135,207,58,55,0
23,284,100,65,957,12,154,12,321,284,9999,60,198,199,63,47,0
23.8,283.3,107,100,949,9,134,12,318,289,9999,60,237,209,67,41,0
24.6,282.6,120,144,933,10,122,12,324,293,9999,61,282,234,63,28,0
25.7,281.7,124,164,932,11,78,12,324,294,9999,63,190,267,63,22,0
26.6,281.1,117,130,932,13,60,13,321,300,9999,63,123,269,64,43,0
27.7,280.3,107,158,933,20,66,11,326,295,9999,62,64,247,37,57,0
28.9,279.7,108,144,938,22,68,11,341,301,9999,61,49,261,46,63,0
30.7,279.5,91,125,948,26,42,11,356,273,9999,59,89,243,49,66,0
31.6,279.4,89,100,948,30,52,11,19,259,9999,56,52,259,47,89,0
32.5,280.1,65,67,963,29,49,12,40,256,9999,52,29,224,71,118,0
33.6,281,65,87,970,36,46,13,81,254,9999,50,6,232,68,136,0
34,282.6,64,138,980,37,53,14,64,258,9999,45,40,198,54,114,0
34.8,284.2,64,97,980,42,66,15,47,274,9999,44,51,243,64,57,0
35.1,285.6,64,89,983,48,61,13,57,280,9999,41,146,194,123,56,0
