lat,lon,MaxWind,RMW,MIN_SLP,SHR_MAG,SHR_HDG,STM_SPD,STM_HDG,SST,OHC,TPW,LAND,850TANG,850VORT,200DVRG,lat(+6h),lon(+6h),MaxWind(+6h),RMW(+6h),MIN_SLP(+6hr),SHR_MAG(+6h),SHR_HDG(+6h),STM_SPD(+6h),STM_HDG(+6h),SST(+6h),OHC(+6h),TPW(+6h),LAND(+6h),850TANG(+6h),850VORT(+6h),200DVRG(+6h),lat(+12h),lon(+12h),MaxWind(+12h),RMW(+12h),MIN_SLP(+12hr),SHR_MAG(+12h),SHR_HDG(+12h),STM_SPD(+12h),STM_HDG(+12h),SST(+12h),OHC(+12h),TPW(+12h),LAND(+12h),850TANG(+12h),850VORT(+12h),200DVRG(+12h),class
14.5,229.5,112,81,964,4,298,13,275,269,9999,54,2183,130,13,3,14.6,228.2,91,55,964,8,298,13,272,255,9999,54,2276,124,8,21,14.6,228.2,91,55,964,8,298,13,272,255,9999,54,2276,124,8,21,0
14.6,228,97,47,970,6,288,11,265,257,9999,51,2292,113,12,15,14.5,226.9,74,98,977,7,282,11,275,255,9999,52,2372,100,11,9,14.5,226.9,74,98,977,7,282,11,275,255,9999,52,2372,100,11,9,0
14.6,226.7,82,34,976,6,303,13,283,259,9999,53,2348,102,14,20,14.9,225.4,68,92,978,3,314,14,285,261,9999,52,2204,90,-1,9,14.9,225.4,68,92,978,3,314,14,285,261,9999,52,2204,90,-1,9,0
14.8,225.3,95,72,974,5,264,16,281,266,9999,51,2197,107,-1,13,15.1,223.7,70,109,981,4,275,15,283,258,9999,50,2023,97,-12,-5,15.1,223.7,70,109,981,4,275,15,283,258,9999,50,2023,97,-12,-5,0
15.1,224,90,122,968,5,289,14,290,263,9999,52,2054,111,-15,13,15.6,222.6,77,108,970,6,317,14,289,251,9999,52,1894,101,-11,33,15.6,222.6,77,108,970,6,317,14,289,251,9999,52,1894,101,-11,33,0
16,221.1,93,114,971,9,354,13,288,254,9999,52,1727,90,-12,0,16.4,219.8,71,104,979,13,24,12,289,250,9999,51,1581,81,-8,14,16.4,219.8,71,104,979,13,24,12,289,250,9999,51,1581,81,-8,14,0
16.5,219.8,88,116,974,11,30,13,284,253,9999,49,1579,96,-8,8,16.8,218.5,78,152,985,14,42,13,281,247,9999,48,1436,80,-17,-38,16.8,218.5,78,152,985,14,42,13,281,247,9999,48,1436,80,-17,-38,0
16.9,218.6,87,126,980,16,31,13,274,250,9999,50,1444,84,-11,-18,17,217.2,50,82,996,18,37,13,272,246,9999,50,1296,70,-11,-24,17,217.2,50,82,996,18,37,13,272,246,9999,50,1296,70,-11,-24,0
17.4,217.3,81,90,983,19,34,13,266,245,9999,47,1297,87,-4,-37,17.3,215.9,46,56,1000,21,49,13,268,251,9999,48,1154,70,-4,-57,17.3,215.9,46,56,1000,21,49,13,268,251,9999,48,1154,70,-4,-57,0
17.4,215.9,77,68,990,17,42,11,265,254,9999,51,1152,74,-3,-29,17.3,214.8,45,116,1001,20,60,11,270,250,9999,49,1041,58,-5,-46,17.3,214.8,45,116,1001,20,60,11,270,250,9999,49,1041,58,-5,-46,0
17.5,214.6,66,119,993,17,63,13,279,249,9999,47,1015,69,-1,-69,17.7,213.3,47,127,1005,19,77,14,278,247,9999,46,876,50,-10,-55,17.7,213.3,47,127,1005,19,77,14,278,247,9999,46,876,50,-10,-55,0
17.6,213.2,49,134,1002,20,63,17,273,249,9999,47,869,65,-1,-43,17.7,211.4,44,68,1007,21,82,17,268,250,9999,47,683,51,0,-50,17.7,211.4,44,68,1007,21,82,17,268,250,9999,47,683,51,0,-50,0
17.8,211.5,46,83,1006,23,72,17,263,248,9999,45,690,52,-3,-59,17.6,209.7,35,109,1011,25,103,18,264,255,9999,44,519,36,-9,-55,17.6,209.7,35,109,1011,25,103,18,264,255,9999,44,519,36,-9,-55,0
17.5,209.6,35,107,1007,24,99,20,267,257,9999,47,514,29,-12,-50,17.4,207.5,31,48,1012,26,130,19,263,256,9999,47,336,26,-19,-75,17.4,207.5,31,48,1012,26,130,19,263,256,9999,47,336,26,-19,-75,0
17.6,207.6,30,56,1008,24,122,21,256,257,9999,44,329,27,-18,-85,17.1,205.5,28,176,1014,18,121,21,255,259,9999,43,231,15,-20,-86,17.1,205.5,28,176,1014,18,121,21,255,259,9999,43,231,15,-20,-86,0
17.6,205.6,34,150,1007,20,110,23,255,260,9999,44,192,27,-24,-66,17,203.3,32,97,1012,23,109,21,261,260,9999,45,241,20,-20,1,17,203.3,32,97,1012,23,109,21,261,260,9999,45,241,20,-20,1,0
13,258.4,39,90,1005,9,223,12,299,286,9999,60,462,85,49,113,13.6,257.3,39,142,1005,12,218,11,298,292,9999,61,450,83,48,98,13.6,257.3,39,142,1005,12,218,11,298,292,9999,61,450,83,48,98,1
13.3,257.5,41,136,1005,10,206,12,295,292,9999,63,471,94,31,96,13.8,256.4,51,139,997,9,192,12,290,290,9999,63,474,105,28,79,13.8,256.4,51,139,997,9,192,12,290,290,9999,63,474,105,28,79,0
13.8,256.7,54,137,996,11,213,10,292,291,9999,61,460,107,25,91,14.2,255.7,44,41,992,14,242,9,293,293,9999,62,452,119,8,82,14.2,255.7,44,41,992,14,242,9,293,293,9999,62,452,119,8,82,0
14,256.1,70,82,993,13,247,8,291,293,9999,63,460,143,7,100,14.3,255.3,83,133,974,2,233,9,294,291,9999,62,458,151,-3,82,14.3,255.3,83,133,974,2,233,9,294,291,9999,62,458,151,-3,82,0
14.4,255.5,63,128,989,12,243,9,312,287,9999,62,439,134,6,131,15,254.8,75,103,982,9,203,10,302,278,9999,62,417,139,-3,128,15,254.8,75,103,982,9,203,10,302,278,9999,62,417,139,-3,128,0
14.9,254.6,69,104,987,13,208,11,305,280,9999,62,438,128,3,128,15.5,253.7,76,129,978,14,215,11,305,267,9999,62,439,147,-10,101,15.5,253.7,76,129,978,14,215,11,305,267,9999,62,439,147,-10,101,0
15.5,253.4,73,99,982,16,205,12,306,274,9999,59,458,139,-5,79,16.2,252.4,70,162,987,18,202,11,303,274,9999,60,448,140,7,72,16.2,252.4,70,162,987,18,202,11,303,274,9999,60,448,140,7,72,0
15.9,252.6,92,110,984,14,192,11,302,279,9999,63,461,170,10,72,16.5,251.6,74,131,971,8,186,12,297,274,9999,62,484,163,29,94,16.5,251.6,74,131,971,8,186,12,297,274,9999,62,484,163,29,94,0
16.5,251.9,68,150,984,13,199,13,307,261,9999,60,460,150,13,58,17.3,250.8,63,187,987,15,201,14,298,261,9999,60,498,140,35,77,17.3,250.8,63,187,987,15,201,14,298,261,9999,60,498,140,35,77,0
17.3,250.8,80,182,984,14,167,18,286,266,9999,60,498,163,37,58,17.8,249,62,155,978,16,177,16,281,265,9999,58,576,156,26,52,17.8,249,62,155,978,16,177,16,281,265,9999,58,576,156,26,52,0
17.8,249.5,76,134,984,17,175,13,279,269,9999,58,569,169,15,41,18,248.1,68,152,980,17,178,12,277,262,9999,58,579,158,12,27,18,248.1,68,152,980,17,178,12,277,262,9999,58,579,158,12,27,0
18.1,248.1,79,78,984,15,160,12,270,270,9999,58,569,171,8,31,18.1,246.8,54,173,980,15,171,11,267,266,9999,58,629,156,6,58,18.1,246.8,54,173,980,15,171,11,267,266,9999,58,629,156,6,58,0
18.2,247,66,174,986,12,161,11,270,263,9999,57,608,165,12,52,18.2,245.8,54,66,986,16,168,11,281,262,9999,57,681,149,4,72,18.2,245.8,54,66,986,16,168,11,281,262,9999,57,681,149,4,72,0
20.9,239.8,52,90,997,7,146,11,298,236,9999,53,918,139,13,2,21.4,238.8,43,96,997,10,161,11,296,229,9999,53,948,121,-1,-1,21.4,238.8,43,96,997,10,161,11,296,229,9999,53,948,121,-1,-1,0
21.3,238.4,43,34,1002,7,133,12,285,226,9999,54,983,124,1,3,21.6,237.2,33,47,1000,7,153,11,286,220,9999,53,1046,111,19,14,21.6,237.2,33,47,1000,7,153,11,286,220,9999,53,1046,111,19,14,0
21.6,237.3,43,67,1004,5,192,8,277,224,9999,52,1039,118,14,20,21.7,236.4,30,58,1004,4,177,9,286,218,9999,51,1101,97,27,6,21.7,236.4,30,58,1004,4,177,9,286,218,9999,51,1101,97,27,6,0
11.5,258,33,99,1003,24,229,13,303,282,9999,57,632,89,24,32,12.2,256.9,36,129,1006,22,238,13,293,282,9999,58,609,90,38,12,12.2,256.9,36,129,1006,22,238,13,293,282,9999,58,609,90,38,12,0
11.8,256.8,40,144,1003,21,235,12,295,282,9999,59,654,94,29,37,12.3,255.7,52,130,998,20,228,13,288,282,9999,59,653,100,45,54,12.3,255.7,52,130,998,20,228,13,288,282,9999,59,653,100,45,54,0
11.7,256.2,34,101,1003,21,216,12,312,280,9999,58,691,83,32,50,12.5,255.3,33,109,1006,23,211,12,297,283,9999,58,644,85,24,109,12.5,255.3,33,109,1006,23,211,12,297,283,9999,58,644,85,24,109,0
11.9,255.5,40,113,1003,24,208,8,306,281,9999,57,702,98,14,101,12.4,254.8,38,39,1001,25,215,12,304,283,9999,58,673,95,17,69,12.4,254.8,38,39,1001,25,215,12,304,283,9999,58,673,95,17,69,0
12.2,254.8,34,77,1003,24,217,13,313,283,9999,57,694,92,29,89,13.1,253.8,41,124,1004,20,206,13,292,289,9999,59,654,100,28,82,13.1,253.8,41,124,1004,20,206,13,292,289,9999,59,654,100,28,82,0
12.5,253.8,42,116,1000,22,204,15,289,286,9999,59,712,104,27,78,13,252.3,42,126,999,19,198,13,281,289,9999,60,750,108,37,79,13,252.3,42,126,999,19,198,13,281,289,9999,60,750,108,37,79,0
12.6,252.5,51,173,1000,20,198,12,295,286,9999,58,774,108,24,74,13.1,251.4,47,154,999,25,205,11,289,287,9999,60,794,109,27,94,13.1,251.4,47,154,999,25,205,11,289,287,9999,60,794,109,27,94,0
13,250.4,44,110,999,17,210,11,281,291,9999,59,861,113,38,58,13.2,249.3,45,23,997,13,200,10,285,288,9999,60,918,122,41,88,13.2,249.3,45,23,997,13,200,10,285,288,9999,60,918,122,41,88,0
13,248.7,53,172,992,7,180,8,316,283,9999,60,978,125,42,105,13.6,248.1,60,133,992,10,186,10,310,282,9999,61,979,131,39,116,13.6,248.1,60,133,992,10,186,10,310,282,9999,61,979,131,39,116,0
13.3,248.2,46,149,992,13,186,11,309,284,9999,63,993,122,33,121,14,247.3,66,79,979,10,121,11,297,285,9999,62,1018,152,29,158,14,247.3,66,79,979,10,121,11,297,285,9999,62,1018,152,29,158,0
14.2,247.3,54,79,992,4,174,8,284,289,9999,60,1005,131,20,109,14.4,246.5,51,106,990,3,100,9,307,287,9999,62,1014,144,7,117,14.4,246.5,51,106,990,3,100,9,307,287,9999,62,1014,144,7,117,0
14.8,245.6,68,90,981,1,291,8,321,284,9999,61,1012,192,26,153,15.4,245.1,66,134,978,6,206,9,327,272,9999,62,979,189,42,115,15.4,245.1,66,134,978,6,206,9,327,272,9999,62,979,189,42,115,0
15.6,245,78,71,972,2,262,8,331,277,9999,62,966,202,53,114,16.3,244.6,67,142,969,5,79,10,324,275,9999,63,926,194,47,102,16.3,244.6,67,142,969,5,79,10,324,275,9999,63,926,194,47,102,0
16.2,244.2,80,76,972,3,38,10,332,279,9999,59,961,219,46,65,17.1,243.7,74,46,970,3,103,11,327,272,9999,60,921,191,25,55,17.1,243.7,74,46,970,3,103,11,327,272,9999,60,921,191,25,55,0
17.6,242.7,83,98,972,2,78,12,330,264,9999,62,953,236,24,39,18.6,242.1,72,176,966,4,130,12,325,256,9999,62,899,214,39,49,18.6,242.1,72,176,966,4,130,12,325,256,9999,62,899,214,39,49,0
18.3,241.8,89,170,972,1,40,11,324,261,9999,60,945,237,35,34,19.2,241.1,65,93,965,3,207,10,320,245,9999,59,922,206,29,41,19.2,241.1,65,93,965,3,207,10,320,245,9999,59,922,206,29,41,0
18.9,241,77,155,973,4,60,10,332,257,9999,59,953,232,25,31,19.8,240.5,60,14,972,8,125,11,328,241,9999,59,926,199,23,42,19.8,240.5,60,14,972,8,125,11,328,241,9999,59,926,199,23,42,0
16.3,243.8,43,97,1002,7,301,13,248,280,9999,52,979,50,66,10,15.8,242.5,34,102,1005,11,268,11,246,285,9999,52,1114,49,71,23,15.8,242.5,34,102,1005,11,268,11,246,285,9999,52,1114,49,71,23,0
15.8,241.8,45,113,999,11,282,10,245,286,9999,51,1167,57,78,23,15.4,240.9,40,85,1003,12,285,10,247,278,9999,51,1263,48,84,44,15.4,240.9,40,85,1003,12,285,10,247,278,9999,51,1263,48,84,44,0
15.6,239.7,44,133,1000,10,315,14,250,274,9999,48,1320,44,91,38,15.1,238.3,34,27,1006,9,287,13,247,277,9999,48,1458,38,72,15,15.1,238.3,34,27,1006,9,287,13,247,277,9999,48,1458,38,72,15,0
15.5,238.7,35,42,1000,9,304,13,252,275,9999,50,1396,49,93,40,15.1,237.4,42,127,1002,12,292,11,248,278,9999,48,1523,44,68,3,15.1,237.4,42,127,1002,12,292,11,248,278,9999,48,1523,44,68,3,0
15.2,237.4,56,134,997,10,287,12,245,279,9999,47,1515,53,70,-35,14.7,236.3,36,128,1002,12,266,11,248,276,9999,46,1637,48,17,11,14.7,236.3,36,128,1002,12,266,11,248,276,9999,46,1637,48,17,11,0
14.6,235.4,43,158,999,14,265,9,251,270,9999,49,1715,63,-7,65,14.3,234.5,39,114,1002,15,261,10,256,275,9999,51,1809,64,67,51,14.3,234.5,39,114,1002,15,261,10,256,275,9999,51,1809,64,67,51,0
14.3,234.5,53,114,999,12,260,10,253,277,9999,49,1809,59,60,90,14,233.5,32,156,1002,18,247,9,258,279,9999,48,1912,54,61,56,14,233.5,32,156,1002,18,247,9,258,279,9999,48,1912,54,61,56,0
14,233.6,52,148,1000,14,255,10,240,281,9999,47,1904,63,79,102,13.5,232.7,36,179,1002,17,249,8,249,278,9999,47,2014,61,56,51,13.5,232.7,36,179,1002,17,249,8,249,278,9999,47,2014,61,56,51,0
13.5,231.8,47,137,998,20,265,6,251,278,9999,48,2089,66,65,60,13.3,231.2,35,144,1005,17,273,6,238,277,9999,48,2153,61,53,46,13.3,231.2,35,144,1005,17,273,6,238,277,9999,48,2153,61,53,46,0
13.4,230.9,39,102,1002,15,278,8,229,279,9999,49,2171,63,65,56,12.9,230.3,35,137,1001,14,266,4,234,279,9999,50,2255,63,34,45,12.9,230.3,35,137,1001,14,266,4,234,279,9999,50,2255,63,34,45,0
12.9,230.6,43,137,1005,12,284,6,224,281,9999,48,2232,53,41,26,12.5,230.2,28,65,1008,14,259,2,236,280,9999,49,2294,52,-9,-9,12.5,230.2,28,65,1008,14,259,2,236,280,9999,49,2294,52,-9,-9,0
16.9,249.6,38,109,1003,6,55,9,329,289,9999,57,628,83,6,0,17.7,249.1,39,77,1003,4,85,13,336,282,9999,57,585,86,9,4,17.7,249.1,39,77,1003,4,85,13,336,282,9999,57,585,86,9,4,1
18,248.9,35,74,1003,7,19,12,320,279,9999,54,556,88,15,18,18.9,248.1,33,128,1001,6,36,11,318,281,9999,54,486,80,28,53,18.9,248.1,33,128,1001,6,36,11,318,281,9999,54,486,80,28,53,1
18.8,247.7,55,76,996,5,25,8,317,282,9999,56,514,108,21,33,19.4,247.1,59,158,992,5,23,10,321,272,9999,55,492,110,32,20,19.4,247.1,59,158,992,5,23,10,321,272,9999,55,492,110,32,20,0
19.8,246.9,57,167,995,9,22,10,317,277,9999,53,471,99,34,4,20.5,246.2,41,140,999,7,69,10,313,270,9999,53,474,92,32,25,20.5,246.2,41,140,999,7,69,10,313,270,9999,53,474,92,32,25,0
20.3,246.1,81,80,987,8,7,9,321,276,9999,54,496,132,38,48,21,245.5,61,65,978,5,51,10,313,264,9999,53,479,121,31,-2,21,245.5,61,65,978,5,51,10,313,264,9999,53,479,121,31,-2,0
20.9,245.2,71,109,985,5,23,12,307,265,9999,52,503,131,33,5,21.6,244.2,58,75,986,5,44,10,303,251,9999,50,504,116,28,-14,21.6,244.2,58,75,986,5,44,10,303,251,9999,50,504,116,28,-14,0
21.4,244.3,68,53,985,2,30,9,313,259,9999,51,513,130,31,-15,22,243.6,60,83,982,3,51,9,308,249,9999,51,521,124,17,-18,22,243.6,60,83,982,3,51,9,308,249,9999,51,521,124,17,-18,0
21.9,243.5,93,111,981,6,43,10,309,259,9999,48,536,130,12,-14,22.5,242.7,55,166,984,5,39,9,302,245,9999,47,570,106,2,-38,22.5,242.7,55,166,984,5,39,9,302,245,9999,47,570,106,2,-38,0
22.3,242.7,68,181,987,5,22,8,298,254,9999,49,580,111,10,-27,22.7,241.9,55,75,984,8,34,8,298,245,9999,48,630,107,-4,-9,22.7,241.9,55,75,984,8,34,8,298,245,9999,48,630,107,-4,-9,0
22.8,242,64,58,993,7,6,10,314,244,9999,46,615,105,1,-45,23.5,241.2,46,79,995,10,26,10,304,240,9999,45,611,90,-18,5,23.5,241.2,46,79,995,10,26,10,304,240,9999,45,611,90,-18,5,0
23.3,241.2,60,51,995,8,4,11,285,244,9999,45,626,94,-18,-3,23.6,240,45,167,996,12,32,11,281,230,9999,44,684,87,-8,-17,23.6,240,45,167,996,12,32,11,281,230,9999,44,684,87,-8,-17,0
23.6,240.2,50,77,999,7,36,10,299,235,9999,44,670,92,-5,-9,24.1,239.2,42,105,1001,9,47,8,291,226,9999,42,711,78,-26,1,24.1,239.2,42,105,1001,9,47,8,291,226,9999,42,711,78,-26,1,0
23.8,239.2,46,79,1004,8,37,9,282,231,9999,43,731,78,-15,12,24,238.2,33,107,1004,12,47,8,281,225,9999,42,800,65,-20,27,24,238.2,33,107,1004,12,47,8,281,225,9999,42,800,65,-20,27,0
17.6,246,38,157,1005,28,282,4,167,274,9999,54,722,72,21,7,17.2,246.1,26,123,1003,29,279,2,154,277,9999,53,753,64,43,12,17.2,246.1,26,123,1003,29,279,2,154,277,9999,53,753,64,43,12,0
17.5,245.9,25,160,1006,27,279,3,198,278,9999,53,737,65,42,-7,17.2,245.8,24,115,1007,24,271,2,235,276,9999,53,770,59,45,7,17.2,245.8,24,115,1007,24,271,2,235,276,9999,53,770,59,45,7,0
17.3,245.6,20,91,1007,24,277,1,270,277,9999,54,773,56,44,-17,17.3,245.5,23,88,1005,24,269,2,285,276,9999,54,780,53,42,37,17.3,245.5,23,88,1005,24,269,2,285,276,9999,54,780,53,42,37,0
16.7,237.5,20,135,1007,3,281,9,277,273,9999,51,1391,34,42,16,16.8,236.6,20,148,1009,5,196,9,282,273,9999,51,1456,27,30,-8,16.8,236.6,20,148,1009,5,196,9,282,273,9999,51,1456,27,30,-8,0
16.7,236.8,25,157,1008,1,333,10,276,275,9999,53,1447,43,26,18,16.8,235.8,24,65,1006,4,200,10,278,274,9999,53,1523,38,36,-11,16.8,235.8,24,65,1006,4,200,10,278,274,9999,53,1523,38,36,-11,0
16.8,235.9,23,95,1006,2,310,11,275,274,9999,52,1514,36,36,24,16.9,234.8,22,71,1010,2,214,11,286,269,9999,53,1602,34,43,9,16.9,234.8,22,71,1010,2,214,11,286,269,9999,53,1602,34,43,9,0
17.2,233.9,18,50,1008,2,235,10,287,268,9999,52,1639,27,24,30,17.5,232.9,19,164,1012,5,202,9,283,265,9999,52,1688,20,20,31,17.5,232.9,19,164,1012,5,202,9,283,265,9999,52,1688,20,20,31,0
19.4,248.2,36,115,999,5,168,3,360,294,9999,65,431,100,71,64,19.7,248.2,41,69,996,4,207,8,350,293,9999,65,401,115,56,96,19.7,248.2,41,69,996,4,207,8,350,293,9999,65,401,115,56,96,0
20.2,248.1,41,64,999,7,209,10,360,293,9999,62,359,100,71,65,21.2,248.1,43,111,999,4,203,11,352,279,9999,62,272,107,83,67,21.2,248.1,43,111,999,4,203,11,352,279,9999,62,272,107,83,67,0
21.3,247.6,39,100,1000,3,203,12,341,280,9999,63,304,111,87,67,22.4,247.2,39,164,996,7,35,11,341,283,9999,63,259,114,89,50,22.4,247.2,39,164,996,7,35,11,341,283,9999,63,259,114,89,50,0
22.7,247.2,44,154,999,6,18,10,333,280,9999,61,236,126,78,52,23.6,246.7,38,61,996,3,70,12,340,270,9999,61,167,116,78,13,23.6,246.7,38,61,996,3,70,12,340,270,9999,61,167,116,78,13,0
23.6,246.6,57,113,997,3,347,15,342,269,9999,63,174,143,74,30,25,246.1,43,16,991,7,42,16,329,248,9999,62,163,132,77,-10,25,246.1,43,16,991,7,42,16,329,248,9999,62,163,132,77,-10,0
24.7,245.4,44,82,999,6,344,10,333,252,9999,59,232,132,95,-24,25.6,244.9,36,12,997,10,43,13,323,237,9999,59,191,115,89,-1,25.6,244.9,36,12,997,10,43,13,323,237,9999,59,191,115,89,-1,0
25.6,244.7,53,91,999,12,60,17,314,244,9999,62,203,129,87,4,26.8,243.3,39,91,995,11,70,15,308,234,9999,61,201,113,83,32,26.8,243.3,39,91,995,11,70,15,308,234,9999,61,201,113,83,32,0
26.5,243.5,43,82,1000,16,53,14,296,237,9999,59,207,110,93,8,27.1,242.1,34,37,1000,15,82,13,292,230,9999,57,296,96,57,-16,27.1,242.1,34,37,1000,15,82,13,292,230,9999,57,296,96,57,-16,0
14.8,258.2,37,108,1003,20,200,18,305,297,9999,62,288,89,88,94,15.8,256.7,46,80,996,10,198,17,285,293,9999,61,250,105,100,76,15.8,256.7,46,80,996,10,198,17,285,293,9999,61,250,105,100,76,0
15.4,256.7,33,100,1000,15,212,16,301,291,9999,61,294,81,94,66,16.2,255.3,48,135,998,16,236,15,283,289,9999,63,275,101,86,65,16.2,255.3,48,135,998,16,236,15,283,289,9999,63,275,101,86,65,1
15.5,255.4,49,99,996,15,205,13,292,289,9999,63,336,119,76,74,16,254.1,50,121,993,12,232,13,279,290,9999,64,369,133,78,99,16,254.1,50,121,993,12,232,13,279,290,9999,64,369,133,78,99,0
15.6,254,55,103,994,11,193,14,287,290,9999,63,409,161,89,85,16,252.6,54,93,990,13,232,12,270,289,9999,66,452,165,96,119,16,252.6,54,93,990,13,232,12,270,289,9999,66,452,165,96,119,0
15.4,253.1,47,60,992,13,217,10,293,294,9999,65,482,172,77,134,15.8,252.1,55,127,983,15,205,9,292,286,9999,65,502,185,98,143,15.8,252.1,55,127,983,15,205,9,292,286,9999,65,502,185,98,143,0
15.9,252.3,71,134,978,18,214,10,300,289,9999,63,480,213,98,133,16.4,251.4,69,90,974,20,202,10,306,274,9999,65,507,206,91,107,16.4,251.4,69,90,974,20,202,10,306,274,9999,65,507,206,91,107,0
16.6,251.5,73,70,974,20,205,12,320,277,9999,64,485,224,96,141,17.5,250.7,63,115,967,14,189,13,316,280,9999,65,494,224,84,94,17.5,250.7,63,115,967,14,189,13,316,280,9999,65,494,224,84,94,0
17.6,250.4,73,50,974,16,200,13,313,284,9999,64,514,244,90,117,18.5,249.4,68,66,969,14,213,11,309,275,9999,66,493,226,98,87,18.5,249.4,68,66,969,14,213,11,309,275,9999,66,493,226,98,87,0
18.4,249.3,79,76,973,13,219,10,308,278,9999,66,505,255,96,82,19,248.5,64,116,960,9,211,9,310,271,9999,66,460,243,102,90,19,248.5,64,116,960,9,211,9,310,271,9999,66,460,243,102,90,0
19,248.6,79,107,972,7,212,10,317,272,9999,65,457,270,111,106,19.7,247.9,61,40,959,7,193,8,321,270,9999,65,417,249,82,81,19.7,247.9,61,40,959,7,193,8,321,270,9999,65,417,249,82,81,0
19.7,248.2,83,50,972,4,200,11,328,276,9999,65,401,276,77,116,20.6,247.6,66,90,957,6,134,11,331,264,9999,64,356,247,68,58,20.6,247.6,66,90,957,6,134,11,331,264,9999,64,356,247,68,58,0
20.6,247.6,92,74,972,2,114,11,335,275,9999,63,356,272,71,65,21.6,247.1,64,99,960,8,113,11,341,257,9999,64,329,243,82,64,21.6,247.1,64,99,960,8,113,11,341,257,9999,64,329,243,82,64,0
21.5,247.2,89,84,969,5,70,11,346,265,9999,65,326,271,92,52,22.6,246.9,65,124,955,8,70,12,349,261,9999,65,258,241,63,56,22.6,246.9,65,124,955,8,70,12,349,261,9999,65,258,241,63,56,0
22.6,247.1,84,140,972,4,56,12,351,259,9999,63,251,262,70,70,23.8,246.9,61,106,963,14,88,13,348,257,9999,62,138,231,75,58,23.8,246.9,61,106,963,14,88,13,348,257,9999,62,138,231,75,58,0
23.9,246.8,75,67,970,11,77,14,353,260,9999,61,135,250,82,82,25.3,246.6,63,191,966,16,100,15,342,233,9999,61,124,208,64,31,25.3,246.6,63,191,966,16,100,15,342,233,9999,61,124,208,64,31,0
25.2,246.5,68,183,971,11,97,17,341,237,9999,60,129,229,64,61,26.8,245.9,60,87,972,13,73,16,334,235,9999,59,25,197,66,51,26.8,245.9,60,87,972,13,73,16,334,235,9999,59,25,197,66,51,0
26.6,245.9,79,76,980,12,81,17,332,236,9999,59,43,205,76,59,28.1,245,54,52,977,11,62,14,328,226,9999,56,33,167,98,43,28.1,245,54,52,977,11,62,14,328,226,9999,56,33,167,98,43,0
27.9,245.4,70,115,984,8,51,12,328,238,9999,56,18,161,87,44,28.9,244.7,52,93,987,7,12,12,328,229,9999,52,55,144,76,60,28.9,244.7,52,93,987,7,12,12,328,229,9999,52,55,144,76,60,0
29,244.5,57,98,987,6,31,13,333,234,9999,52,60,125,76,56,30.2,243.8,43,140,991,7,51,13,312,234,9999,48,27,114,58,8,30.2,243.8,43,140,991,7,51,13,312,234,9999,48,27,114,58,8,0
29.9,243.7,46,145,991,5,23,14,314,238,9999,47,48,114,61,42,30.9,242.5,42,62,995,6,84,13,301,232,9999,46,109,102,53,4,30.9,242.5,42,62,995,6,84,13,301,232,9999,46,109,102,53,4,0
30.7,242.6,50,91,994,7,83,9,295,238,9999,47,109,104,65,17,31.1,241.6,33,113,995,8,94,10,294,227,9999,47,178,98,47,23,31.1,241.6,33,113,995,8,94,10,294,227,9999,47,178,98,47,23,0
14,263,39,76,1004,24,240,4,327,288,9999,59,201,71,38,144,14.3,262.8,43,49,1001,24,244,7,319,287,9999,59,171,65,36,146,14.3,262.8,43,49,1001,24,244,7,319,287,9999,59,171,65,36,146,0
14.4,262.6,35,86,1002,23,235,13,313,285,9999,58,164,61,25,146,15.3,261.6,47,124,1002,26,243,12,308,292,9999,57,88,61,67,89,15.3,261.6,47,124,1002,26,243,12,308,292,9999,57,88,61,67,89,0
15,261.8,58,117,1000,29,241,15,313,290,9999,57,113,62,63,106,16,260.7,57,57,994,19,244,12,309,289,9999,56,57,58,76,95,16,260.7,57,57,994,19,244,12,309,289,9999,56,57,58,76,95,0
15.7,261.4,41,106,1001,29,240,6,351,294,9999,55,57,49,64,88,16.3,261.3,44,14,1003,23,247,6,350,267,9999,54,0,49,62,107,16.3,261.3,44,14,1003,23,247,6,350,267,9999,54,0,49,62,107,0
15.7,253.1,50,112,1000,34,260,10,36,282,9999,61,453,129,69,77,16.5,253.7,43,101,997,30,263,9,16,289,9999,61,344,117,68,75,16.5,253.7,43,101,997,30,263,9,16,289,9999,61,344,117,68,75,0
16.5,253.4,39,158,1000,31,254,9,6,289,9999,61,359,113,64,106,17.4,253.5,40,111,1001,28,251,11,358,284,9999,62,270,107,70,60,17.4,253.5,40,111,1001,28,251,11,358,284,9999,62,270,107,70,60,0
17.2,253,41,97,998,29,251,9,12,285,9999,62,322,111,62,89,18.1,253.2,42,109,997,15,249,10,340,279,9999,62,240,118,71,53,18.1,253.2,42,109,997,15,249,10,340,279,9999,62,240,118,71,53,0
18.3,253.1,41,68,997,18,254,9,335,281,9999,60,236,100,66,60,19.1,252.7,43,111,1000,16,254,7,336,278,9999,61,220,105,68,75,19.1,252.7,43,111,1000,16,254,7,336,278,9999,61,220,105,68,75,0
18.5,252.8,40,81,998,20,259,9,348,280,9999,62,249,109,74,57,19.4,252.6,47,37,994,16,261,11,335,276,9999,62,210,111,97,68,19.4,252.6,47,37,994,16,261,11,335,276,9999,62,210,111,97,68,0
