lat,lon,MaxWind,RMW,MIN_SLP,SHR_MAG,SHR_HDG,STM_SPD,STM_HDG,SST,OHC,TPW,LAND,850TANG,850VORT,200DVRG,lat(+6h),lon(+6h),MaxWind(+6h),RMW(+6h),MIN_SLP(+6hr),SHR_MAG(+6h),SHR_HDG(+6h),STM_SPD(+6h),STM_HDG(+6h),SST(+6h),OHC(+6h),TPW(+6h),LAND(+6h),850TANG(+6h),850VORT(+6h),200DVRG(+6h),lat(+12h),lon(+12h),MaxWind(+12h),RMW(+12h),MIN_SLP(+12hr),SHR_MAG(+12h),SHR_HDG(+12h),STM_SPD(+12h),STM_HDG(+12h),SST(+12h),OHC(+12h),TPW(+12h),LAND(+12h),850TANG(+12h),850VORT(+12h),200DVRG(+12h),class
15.9,237.3,110,21,948,5,287,13,284,277,9999,59,1467,208,113,84,16.2,236,111,114,943,7,284,11,291,271,9999,58,1548,206,112,60,16.2,236,111,114,943,7,284,11,291,271,9999,58,1548,206,112,60,0
18.7,232.9,128,86,948,17,73,8,332,254,9999,55,1596,243,70,47,19.4,232.5,101,153,947,15,75,8,326,248,9999,53,1578,227,47,-3,19.4,232.5,101,153,947,15,75,8,326,248,9999,53,1578,227,47,-3,0
19.7,232.1,105,119,964,25,70,8,301,246,9999,52,1591,224,54,7,20.1,231.4,69,92,965,28,78,8,306,243,9999,50,1625,209,38,-6,20.1,231.4,69,92,965,28,78,8,306,243,9999,50,1625,209,38,-6,0
20.1,231.7,79,71,972,28,79,8,317,246,9999,50,1599,228,41,-9,20.7,231.1,59,124,972,25,77,8,312,241,9999,47,1614,202,41,-16,20.7,231.1,59,124,972,25,77,8,312,241,9999,47,1614,202,41,-16,0
20.6,229.3,58,181,991,27,71,7,305,247,9999,45,1781,189,33,23,21,228.7,47,132,988,33,82,8,297,242,9999,46,1814,162,22,-3,21,228.7,47,132,988,33,82,8,297,242,9999,46,1814,162,22,-3,0
10.9,246.6,47,42,1000,10,143,15,278,290,9999,61,1305,124,18,125,11.1,245.1,55,136,998,11,150,16,285,292,9999,61,1407,134,17,100,11.1,245.1,55,136,998,11,150,16,285,292,9999,61,1407,134,17,100,1
11.2,244.9,63,137,998,10,150,17,277,294,9999,60,1408,151,29,81,11.4,243.2,66,63,990,11,154,15,276,290,9999,60,1468,152,15,104,11.4,243.2,66,63,990,11,154,15,276,290,9999,60,1468,152,15,104,1
14.6,232,118,88,943,10,10,9,297,265,9999,58,1991,245,51,124,15,231.2,108,83,944,11,44,9,303,266,9999,58,2015,237,53,114,15,231.2,108,83,944,11,44,9,303,266,9999,58,2015,237,53,114,0
15.1,231.2,111,68,951,12,43,10,308,269,9999,57,2007,226,53,129,15.7,230.4,97,44,956,11,46,10,308,264,9999,56,2020,215,34,90,15.7,230.4,97,44,956,11,46,10,308,264,9999,56,2020,215,34,90,0
15.7,230.4,108,23,956,15,50,9,297,268,9999,55,2020,226,43,83,16.1,229.6,91,103,959,18,46,9,306,264,9999,54,2052,210,50,89,16.1,229.6,91,103,959,18,46,9,306,264,9999,54,2052,210,50,89,0
17,228.8,101,128,968,17,47,9,295,250,9999,52,2052,209,28,65,17.4,227.9,78,90,974,15,62,10,305,252,9999,52,2101,187,37,52,17.4,227.9,78,90,974,15,62,10,305,252,9999,52,2101,187,37,52,0
17.4,227.9,76,70,977,17,44,10,313,254,9999,50,2101,177,41,57,18.1,227.1,58,115,983,18,49,11,301,252,9999,50,2125,160,22,-13,18.1,227.1,58,115,983,18,49,11,301,252,9999,50,2125,160,22,-13,0
18.6,224.5,46,94,998,25,47,13,274,252,9999,48,2030,126,20,1,18.7,223.1,40,60,1003,30,65,15,278,253,9999,48,1882,117,22,-7,18.7,223.1,40,60,1003,30,65,15,278,253,9999,48,1882,117,22,-7,0
18.6,223.2,41,75,1000,27,59,16,281,254,9999,49,1893,114,18,-10,18.9,221.5,40,115,1004,30,82,16,277,250,9999,49,1712,103,10,-28,18.9,221.5,40,115,1004,30,82,16,277,250,9999,49,1712,103,10,-28,0
18.3,218.5,39,157,1006,24,69,16,255,257,9999,47,1405,98,3,1,17.9,216.9,32,28,1008,28,83,15,261,263,9999,48,1244,83,8,-34,17.9,216.9,32,28,1008,28,83,15,261,263,9999,48,1244,83,8,-34,0
17.8,216.9,35,34,1007,27,74,18,254,263,9999,47,1246,77,9,-17,17.3,215.1,34,93,1008,29,96,18,265,262,9999,47,1072,69,12,-13,17.3,215.1,34,93,1008,29,96,18,265,262,9999,47,1072,69,12,-13,0
17.7,215.2,30,55,1007,29,94,23,273,262,9999,47,1072,65,5,-8,17.8,212.8,45,95,1011,39,113,19,266,260,9999,47,822,72,-8,-5,17.8,212.8,45,95,1011,39,113,19,266,260,9999,47,822,72,-8,-5,0
11.7,226.3,63,110,995,3,181,16,288,287,9999,57,2419,102,-1,92,12.2,224.7,54,57,993,5,217,16,283,281,9999,58,2237,99,-2,47,12.2,224.7,54,57,993,5,217,16,283,281,9999,58,2237,99,-2,47,0
12.5,220.7,64,142,990,5,55,12,270,279,9999,58,1829,121,23,60,12.5,219.5,54,131,991,9,111,11,283,278,9999,60,1714,121,26,5,12.5,219.5,54,131,991,9,111,11,283,278,9999,60,1714,121,26,5,1
12.9,219.3,71,123,986,8,57,13,279,282,9999,58,1674,141,40,63,13.1,218,64,69,982,13,109,11,286,280,9999,60,1539,134,35,41,13.1,218,64,69,982,13,109,11,286,280,9999,60,1539,134,35,41,1
13.8,215.1,115,67,947,14,111,9,289,274,9999,57,1230,196,36,84,14.1,214.2,126,95,934,14,129,9,290,275,9999,57,1130,187,15,53,14.1,214.2,126,95,934,14,129,9,290,275,9999,57,1130,187,15,53,0
17.2,199.6,36,112,1005,41,72,12,275,279,9999,49,511,63,29,-2,17.3,198.3,33,57,1005,42,84,12,290,280,9999,48,552,54,28,21,17.3,198.3,33,57,1005,42,84,12,290,280,9999,48,552,54,28,21,0
17.1,197.9,35,8,1005,39,79,11,286,279,9999,47,590,58,33,20,17.4,196.8,33,82,1007,42,84,12,291,276,9999,48,620,51,35,36,17.4,196.8,33,82,1007,42,84,12,291,276,9999,48,620,51,35,36,0
18.1,194.2,31,37,1005,38,79,10,300,282,9999,48,762,62,39,7,18.6,193.3,35,64,1007,48,87,10,299,283,9999,48,812,54,34,-17,18.6,193.3,35,64,1007,48,87,10,299,283,9999,48,812,54,34,-17,0
18.4,193.4,30,53,1007,43,83,9,303,284,9999,48,814,54,37,7,18.9,192.6,39,73,1009,50,90,10,304,283,9999,48,863,50,31,17,18.9,192.6,39,73,1009,50,90,10,304,283,9999,48,863,50,31,17,0
19.1,191.5,27,112,1008,48,91,4,270,288,9999,45,961,47,34,9,19.1,191.1,32,69,1009,50,89,6,310,288,9999,46,1000,49,30,0,19.1,191.1,32,69,1009,50,89,6,310,288,9999,46,1000,49,30,0,0
12.8,252.4,44,99,1004,1,26,17,328,294,9999,57,761,87,1,96,14.2,251.5,41,69,1003,7,90,14,304,290,9999,58,684,90,-2,-18,14.2,251.5,41,69,1003,7,90,14,304,290,9999,58,684,90,-2,-18,0
13.9,251.8,58,59,1000,8,87,14,292,292,9999,57,695,112,11,13,14.4,250.5,52,80,994,6,94,12,294,289,9999,58,732,119,5,10,14.4,250.5,52,80,994,6,94,12,294,289,9999,58,732,119,5,10,0
15.1,249.9,50,82,998,7,126,11,305,285,9999,58,723,135,19,29,15.7,249,58,62,992,8,139,10,308,285,9999,59,757,138,19,21,15.7,249,58,62,992,8,139,10,308,285,9999,59,757,138,19,21,1
15.8,248.7,56,68,997,9,137,12,306,288,9999,59,777,136,19,25,16.5,247.7,58,132,990,14,134,11,309,287,9999,59,751,141,22,14,16.5,247.7,58,132,990,14,134,11,309,287,9999,59,751,141,22,14,1
16.5,247.7,59,149,997,11,136,10,308,291,9999,58,751,148,17,27,17.1,246.9,65,65,989,11,122,9,309,285,9999,58,721,149,14,16,17.1,246.9,65,65,989,11,122,9,309,285,9999,58,721,149,14,16,1
17,247.1,73,47,989,8,141,9,303,289,9999,59,722,167,23,36,17.5,246.3,67,86,979,10,141,8,309,279,9999,60,713,170,16,18,17.5,246.3,67,86,979,10,141,8,309,279,9999,60,713,170,16,18,1
17.5,246.4,82,89,989,8,153,8,311,280,9999,60,708,200,9,28,18,245.8,76,133,970,11,119,7,308,272,9999,59,698,184,19,17,18,245.8,76,133,970,11,119,7,308,272,9999,59,698,184,19,17,0
18,245.8,98,133,973,7,148,7,305,275,9999,58,698,214,9,25,18.4,245.2,92,63,952,7,90,7,307,267,9999,57,707,201,-1,36,18.4,245.2,92,63,952,7,90,7,307,267,9999,57,707,201,-1,36,0
18.2,245.3,112,62,944,6,131,6,317,275,9999,58,715,228,10,30,18.6,244.9,113,90,937,8,115,6,313,266,9999,57,714,217,3,14,18.6,244.9,113,90,937,8,115,6,313,266,9999,57,714,217,3,14,0
18.5,244.7,110,90,947,8,141,6,323,277,9999,58,737,214,5,1,19,244.3,107,41,947,7,90,6,310,269,9999,57,733,206,11,11,19,244.3,107,41,947,7,90,6,310,269,9999,57,733,206,11,11,0
18.9,243.9,96,146,966,4,104,6,317,265,9999,57,764,155,8,-6,19.3,243.5,81,104,960,10,103,6,310,257,9999,56,749,153,24,-1,19.3,243.5,81,104,960,10,103,6,310,257,9999,56,749,153,24,-1,0
19.2,242.5,85,155,969,2,113,6,310,268,9999,54,821,182,35,-29,19.6,242,72,77,965,5,38,7,311,263,9999,54,823,164,34,-21,19.6,242,72,77,965,5,38,7,311,263,9999,54,823,164,34,-21,0
19.5,241.9,79,83,973,4,18,8,312,254,9999,54,839,177,38,-11,20,241.3,68,33,970,4,30,8,312,258,9999,53,847,163,41,-18,20,241.3,68,33,970,4,30,8,312,258,9999,53,847,163,41,-18,0
21.5,238.7,85,96,973,3,354,9,313,242,9999,51,946,193,28,-34,22.1,238,61,165,970,5,85,10,309,235,9999,49,948,169,9,-21,22.1,238,61,165,970,5,85,10,309,235,9999,49,948,169,9,-21,0
22.1,237.8,70,164,982,5,65,10,306,243,9999,50,963,168,7,-27,22.7,236.9,56,119,978,11,110,11,307,241,9999,49,992,144,-3,-12,22.7,236.9,56,119,978,11,110,11,307,241,9999,49,992,144,-3,-12,0
22.6,237,69,135,982,9,113,11,303,246,9999,49,990,167,-8,-30,23.2,236,57,53,981,12,123,12,299,232,9999,49,1037,145,-23,-41,23.2,236,57,53,981,12,123,12,299,232,9999,49,1037,145,-23,-41,0
23.2,235.6,60,55,991,9,126,11,285,239,9999,50,1072,146,-14,-29,23.5,234.4,51,50,988,6,115,11,283,232,9999,49,1164,135,-21,-25,23.5,234.4,51,50,988,6,115,11,283,232,9999,49,1164,135,-21,-25,0
23.6,234.4,53,31,997,5,67,10,281,230,9999,50,1159,126,-8,-24,23.8,233.3,44,119,998,7,73,11,278,231,9999,48,1252,113,-34,12,23.8,233.3,44,119,998,7,73,11,278,231,9999,48,1252,113,-34,12,0
23.7,233.4,40,97,1005,5,37,12,295,233,9999,49,1247,100,-22,16,24.2,232.2,39,95,1003,8,55,12,282,237,9999,48,1340,90,-51,-9,24.2,232.2,39,95,1003,8,55,12,282,237,9999,48,1340,90,-51,-9,0
24.2,232.2,43,93,1005,8,54,12,270,238,9999,47,1340,89,-41,-5,24.2,230.9,34,68,1007,12,72,11,270,240,9999,46,1436,81,-34,4,24.2,230.9,34,68,1007,12,72,11,270,240,9999,46,1436,81,-34,4,0
16.4,247.8,34,114,1004,3,341,10,293,279,9999,61,758,99,0,49,16.8,246.8,38,61,1003,5,77,11,285,282,9999,60,756,92,17,50,16.8,246.8,38,61,1003,5,77,11,285,282,9999,60,756,92,17,50,0
16.6,246.9,34,31,1004,6,61,16,285,282,9999,59,771,86,17,70,17,245.3,43,17,999,5,148,13,288,277,9999,58,819,97,32,47,17,245.3,43,17,999,5,148,13,288,277,9999,58,819,97,32,47,0
16.9,244.3,41,46,1003,2,225,12,280,275,9999,60,894,102,39,32,17.1,243.1,41,142,1002,5,210,11,278,271,9999,59,967,100,46,38,17.1,243.1,41,142,1002,5,210,11,278,271,9999,59,967,100,46,38,1
17.3,243.3,45,134,1001,3,300,14,257,273,9999,60,936,97,43,58,17,241.9,41,97,997,3,232,11,252,276,9999,58,1055,116,54,89,17,241.9,41,97,997,3,232,11,252,276,9999,58,1055,116,54,89,1
17.4,242.1,55,60,996,6,314,10,240,272,9999,57,1007,131,45,60,16.9,241.2,45,151,995,3,199,8,252,280,9999,57,1107,128,54,36,16.9,241.2,45,151,995,3,199,8,252,280,9999,57,1107,128,54,36,1
17,240.3,109,88,967,6,248,8,255,274,9999,56,1158,182,55,8,16.8,239.5,84,108,959,11,223,7,262,270,9999,56,1231,168,55,6,16.8,239.5,84,108,959,11,223,7,262,270,9999,56,1231,168,55,6,0
16.9,239.6,112,108,954,10,233,9,270,272,9999,58,1216,195,54,15,16.9,238.7,112,93,943,14,214,7,270,271,9999,56,1282,185,48,-12,16.9,238.7,112,93,943,14,214,7,270,271,9999,56,1282,185,48,-12,0
16.9,239.2,118,114,945,9,226,7,278,272,9999,55,1245,185,50,-8,17,238.5,109,128,949,10,198,6,275,271,9999,55,1290,179,32,1,17,238.5,109,128,949,10,198,6,275,271,9999,55,1290,179,32,1,0
17.2,237.2,101,78,963,14,225,7,270,271,9999,55,1378,162,41,11,17.2,236.5,90,77,962,17,216,5,265,268,9999,54,1436,156,32,2,17.2,236.5,90,77,962,17,216,5,265,268,9999,54,1436,156,32,2,0
17.3,235.8,73,89,980,11,231,5,232,254,9999,54,1489,142,-6,20,17,235.4,64,150,984,12,220,3,224,260,9999,55,1543,132,5,-2,17,235.4,64,150,984,12,220,3,224,260,9999,55,1543,132,5,-2,0
17.3,235.5,83,47,983,10,218,4,242,260,9999,54,1515,146,2,13,17.1,235.1,68,127,982,13,221,5,232,264,9999,55,1563,130,13,-32,17.1,235.1,68,127,982,13,221,5,232,264,9999,55,1563,130,13,-32,0
16.8,234.8,44,46,1002,5,288,8,249,263,9999,55,1608,103,18,10,16.5,234,37,94,1003,1,214,7,241,269,9999,56,1691,98,23,-2,16.5,234,37,94,1003,1,214,7,241,269,9999,56,1691,98,23,-2,0
16.5,234.4,46,43,1002,5,333,7,262,269,9999,55,1662,101,32,15,16.4,233.7,44,48,999,2,238,7,270,271,9999,55,1720,94,25,-12,16.4,233.7,44,48,999,2,238,7,270,271,9999,55,1720,94,25,-12,0
15.8,232.5,45,52,998,3,319,5,270,277,9999,56,1855,123,42,24,15.8,232,40,26,999,2,306,5,282,271,9999,58,1891,113,44,-5,15.8,232,40,26,999,2,306,5,282,271,9999,58,1891,113,44,-5,0
15.8,232,57,24,998,2,337,6,270,272,9999,58,1891,127,45,16,15.8,231.4,52,112,993,4,123,4,283,274,9999,58,1936,113,34,-4,15.8,231.4,52,112,993,4,123,4,283,274,9999,58,1936,113,34,-4,0
15.9,231.6,50,84,998,3,79,4,285,274,9999,58,1913,122,51,37,16,231.2,49,41,996,5,88,3,316,275,9999,58,1935,110,34,2,16,231.2,49,41,996,5,88,3,316,275,9999,58,1935,110,34,2,0
16.5,230.5,46,106,1002,10,38,2,360,276,9999,58,1950,117,35,10,16.7,230.5,42,39,998,8,72,4,360,274,9999,58,1935,99,31,32,16.7,230.5,42,39,998,8,72,4,360,274,9999,58,1935,99,31,32,0
17.1,227.5,39,118,1006,5,200,7,224,270,9999,53,2155,74,19,-51,16.6,227,26,46,1005,17,202,6,231,270,9999,54,2231,69,46,-37,16.6,227,26,46,1005,17,202,6,231,270,9999,54,2231,69,46,-37,0
15.4,225.2,39,49,1006,6,168,6,289,276,9999,54,2169,83,86,43,15.6,224.6,35,28,1002,5,164,8,306,274,9999,55,2101,82,85,-7,15.6,224.6,35,28,1002,5,164,8,306,274,9999,55,2101,82,85,-7,0
16.6,222.8,52,75,1000,18,20,11,309,271,9999,55,1887,107,97,-1,17.3,221.9,55,100,998,27,37,12,300,268,9999,54,1778,95,68,-13,17.3,221.9,55,100,998,27,37,12,300,268,9999,54,1778,95,68,-13,0
17.2,222.2,42,144,1002,28,22,12,285,270,9999,54,1811,86,78,2,17.5,221,36,135,1005,29,33,10,294,269,9999,52,1680,77,56,12,17.5,221,36,135,1005,29,33,10,294,269,9999,52,1680,77,56,12,0
18.7,220,27,59,1007,35,42,10,313,268,9999,50,1557,64,23,66,19.4,219.2,25,133,1011,30,44,8,304,263,9999,49,1467,47,-5,44,19.4,219.2,25,133,1011,30,44,8,304,263,9999,49,1467,47,-5,44,0
14.2,253.8,43,76,1003,12,81,7,262,295,9999,62,548,92,5,119,14.1,253.1,47,104,996,11,96,6,260,292,9999,62,600,115,16,123,14.1,253.1,47,104,996,11,96,6,260,292,9999,62,600,115,16,123,0
14.6,253.2,40,120,1000,14,79,10,258,296,9999,60,549,111,13,106,14.4,252.2,46,94,998,14,108,6,249,288,9999,61,626,121,2,104,14.4,252.2,46,94,998,14,108,6,249,288,9999,61,626,121,2,104,0
14.2,252.3,39,108,1000,11,90,0,0,292,9999,60,640,120,1,127,14.2,252.3,49,79,994,12,123,4,297,290,9999,61,640,123,3,118,14.2,252.3,49,79,994,12,123,4,297,290,9999,61,640,123,3,118,0
14.3,251.9,45,61,999,6,95,7,286,288,9999,59,652,120,7,135,14.5,251.2,57,58,993,11,112,6,279,286,9999,60,676,134,21,85,14.5,251.2,57,58,993,11,112,6,279,286,9999,60,676,134,21,85,1
14.5,251.1,52,70,995,6,100,4,235,287,9999,60,682,137,29,87,14.3,250.8,53,103,991,10,104,3,260,287,9999,61,720,142,12,63,14.3,250.8,53,103,991,10,104,3,260,287,9999,61,720,142,12,63,1
14.8,250.7,54,103,994,8,96,2,243,286,9999,59,684,149,29,52,14.7,250.5,49,27,993,10,104,2,297,285,9999,61,707,155,26,26,14.7,250.5,49,27,993,10,104,2,297,285,9999,61,707,155,26,26,1
15.1,250.4,64,50,985,8,93,4,316,283,9999,59,683,187,42,39,15.4,250.1,60,139,980,10,90,5,316,272,9999,61,685,172,36,84,15.4,250.1,60,139,980,10,90,5,316,272,9999,61,685,172,36,84,1
15.5,249.9,87,118,970,8,60,6,302,274,9999,59,694,205,40,90,15.8,249.4,67,109,967,8,60,5,293,270,9999,59,716,187,51,56,15.8,249.4,67,109,967,8,60,5,293,270,9999,59,716,187,51,56,1
15.6,249.5,106,101,952,8,48,6,280,274,9999,59,722,243,38,103,15.7,248.9,107,104,944,8,58,5,289,275,9999,59,766,224,53,94,15.7,248.9,107,104,944,8,58,5,289,275,9999,59,766,224,53,94,0
15.8,249,121,94,937,6,30,6,280,280,9999,59,751,238,60,127,15.9,248.4,108,112,940,4,34,5,300,275,9999,60,796,216,54,105,15.9,248.4,108,112,940,4,34,5,300,275,9999,60,796,216,54,105,0
16,248,108,41,947,9,22,5,308,258,9999,60,795,204,60,143,16.3,247.6,105,147,959,13,27,6,309,257,9999,61,775,174,74,85,16.3,247.6,105,147,959,13,27,6,309,257,9999,61,775,174,74,85,0
16.1,247.5,107,127,962,14,24,6,330,264,9999,59,800,184,75,83,16.6,247.2,73,40,970,16,19,6,323,262,9999,60,759,161,98,39,16.6,247.2,73,40,970,16,19,6,323,262,9999,60,759,161,98,39,0
16.3,247.1,89,42,966,16,9,6,316,263,9999,59,794,183,84,46,16.7,246.7,76,155,976,20,28,7,322,259,9999,60,771,156,91,56,16.7,246.7,76,155,976,20,28,7,322,259,9999,60,771,156,91,56,0
15.9,246,55,18,995,24,0,2,26,264,9999,59,884,152,88,61,16.1,246.1,40,102,994,19,19,6,334,258,9999,59,859,128,72,34,16.1,246.1,40,102,994,19,19,6,334,258,9999,59,859,128,72,34,0
15.9,245.6,42,97,1000,19,11,7,334,267,9999,58,904,142,66,45,16.5,245.3,54,85,992,15,42,5,329,262,9999,58,865,134,66,45,16.5,245.3,54,85,992,15,42,5,329,262,9999,58,865,134,66,45,0
16.4,245.2,41,97,1002,16,37,2,242,263,9999,58,880,127,69,31,16.3,245,32,86,999,12,47,2,308,264,9999,58,901,123,69,-4,16.3,245,32,86,999,12,47,2,308,264,9999,58,901,123,69,-4,0
16.8,244.1,39,66,1002,13,27,7,316,258,9999,55,916,136,53,-10,17.3,243.6,39,93,997,17,52,8,299,258,9999,53,913,121,53,30,17.3,243.6,39,93,997,17,52,8,299,258,9999,53,913,121,53,30,0
17,243.5,35,137,1002,15,38,6,298,257,9999,53,944,116,58,19,17.3,242.9,34,74,1000,15,45,7,286,257,9999,51,968,102,32,2,17.3,242.9,34,74,1000,15,45,7,286,257,9999,51,968,102,32,2,0
12.9,258.4,38,112,1000,15,189,13,313,297,9999,63,472,87,28,176,13.8,257.4,51,131,996,18,209,13,322,300,9999,63,425,106,18,98,13.8,257.4,51,131,996,18,209,13,322,300,9999,63,425,106,18,98,1
13.1,257.7,46,151,1000,14,203,16,331,299,9999,63,483,114,10,104,14.5,256.9,48,133,996,15,220,12,318,294,9999,62,384,113,7,86,14.5,256.9,48,133,996,15,220,12,318,294,9999,62,384,113,7,86,1
14.4,256.8,60,132,994,10,200,11,297,297,9999,61,399,141,-5,103,14.9,255.8,68,110,986,11,202,9,296,283,9999,63,375,139,4,81,14.9,255.8,68,110,986,11,202,9,296,283,9999,63,375,139,4,81,1
15.7,255.4,70,53,982,9,251,10,295,270,9999,63,317,147,37,109,16.1,254.5,77,51,982,14,220,9,296,274,9999,64,332,143,22,74,16.1,254.5,77,51,982,14,220,9,296,274,9999,64,332,143,22,74,1
16.2,254.3,91,49,970,10,219,9,283,280,9999,64,338,170,27,95,16.4,253.4,87,120,967,14,241,7,283,274,9999,65,369,172,20,117,16.4,253.4,87,120,967,14,241,7,283,274,9999,65,369,172,20,117,0
16.5,253.4,100,159,955,10,236,7,278,283,9999,64,359,191,12,142,16.6,252.7,112,150,952,20,227,5,293,272,9999,64,393,195,-1,176,16.6,252.7,112,150,952,20,227,5,293,272,9999,64,393,195,-1,176,0
17.4,252.7,110,92,947,9,232,8,307,250,9999,64,330,203,3,192,17.9,252,103,156,947,13,208,7,313,262,9999,63,356,190,4,145,17.9,252,103,156,947,13,208,7,313,262,9999,63,356,190,4,145,0
17.8,252.1,118,147,942,9,206,7,316,267,9999,62,354,202,11,149,18.3,251.6,110,128,942,8,194,7,319,256,9999,62,365,204,14,107,18.3,251.6,110,128,942,8,194,7,319,256,9999,62,365,204,14,107,0
18.2,251.7,115,161,944,5,185,4,316,274,9999,63,363,215,9,131,18.5,251.4,108,100,943,5,182,4,326,251,9999,62,370,208,12,103,18.5,251.4,108,100,943,5,182,4,326,251,9999,62,370,208,12,103,0
18.4,251.5,99,93,955,3,249,4,328,272,9999,62,368,192,18,116,18.7,251.3,80,51,963,6,193,3,323,250,9999,61,367,182,-2,77,18.7,251.3,80,51,963,6,193,3,323,250,9999,61,367,182,-2,77,0
18.6,251.5,86,44,966,4,229,4,328,198,9999,60,355,182,1,95,18.9,251.3,60,102,972,5,177,4,340,197,9999,59,355,162,20,70,18.9,251.3,60,102,972,5,177,4,340,197,9999,59,355,162,20,70,0
18.9,251.3,70,108,985,6,183,5,339,211,9999,59,355,175,16,72,19.4,251.1,53,48,978,9,150,6,330,230,9999,58,352,158,26,38,19.4,251.1,53,48,978,9,150,6,330,230,9999,58,352,158,26,38,0
19.2,251.4,62,54,989,8,141,5,317,220,9999,59,331,169,12,35,19.6,251,49,82,984,10,135,6,324,239,9999,59,356,151,-2,51,19.6,251,49,82,984,10,135,6,324,239,9999,59,356,151,-2,51,0
20.2,251,46,86,998,3,177,7,328,238,9999,58,317,125,33,25,20.8,250.6,47,61,992,3,132,6,327,246,9999,57,241,124,37,29,20.8,250.6,47,61,992,3,132,6,327,246,9999,57,241,124,37,29,0
21,250.7,42,41,1000,3,53,5,317,245,9999,59,223,108,27,42,21.4,250.3,45,20,993,7,77,7,332,245,9999,56,170,123,42,52,21.4,250.3,45,20,993,7,77,7,332,245,9999,56,170,123,42,52,0
21.3,250.5,41,23,1000,6,75,9,348,246,9999,57,185,111,32,23,22.2,250.3,51,95,997,8,67,9,346,247,9999,55,84,109,32,17,22.2,250.3,51,95,997,8,67,9,346,247,9999,55,84,109,32,17,0
21.8,250.4,48,97,1000,5,71,9,348,252,9999,55,129,102,30,-1,22.7,250.2,45,111,997,9,56,11,345,249,9999,54,30,99,25,2,22.7,250.2,45,111,997,9,56,11,345,249,9999,54,30,99,25,2,0
22.7,250.2,47,90,1001,8,65,11,360,239,9999,53,30,108,44,8,23.8,250.2,36,67,1001,10,60,10,346,242,9999,50,3,89,32,22,23.8,250.2,36,67,1001,10,60,10,346,242,9999,50,3,89,32,22,0
24,250.2,34,96,1002,11,56,11,318,269,9999,50,18,82,34,25,24.8,249.4,35,123,1002,20,52,8,341,252,9999,49,10,76,8,30,24.8,249.4,35,123,1002,20,52,8,341,252,9999,49,10,76,8,30,0
24.5,249.7,28,123,1002,17,52,8,21,268,9999,47,33,60,20,38,25.2,250,31,110,1005,24,54,11,360,260,9999,46,83,60,5,24,25.2,250,31,110,1005,24,54,11,360,260,9999,46,83,60,5,24,0
13.4,241.1,37,118,1006,12,236,8,277,285,9999,57,1413,82,-14,42,13.5,240.3,42,84,1000,13,230,7,278,283,9999,57,1463,83,-18,37,13.5,240.3,42,84,1000,13,230,7,278,283,9999,57,1463,83,-18,37,0
13.7,240.1,40,94,1004,13,234,8,270,285,9999,57,1462,99,-3,54,13.7,239.3,49,49,997,16,231,8,280,283,9999,57,1516,97,-5,22,13.7,239.3,49,49,997,16,231,8,280,283,9999,57,1516,97,-5,22,1
14.1,237.3,62,105,995,16,223,14,262,282,9999,57,1613,96,-1,46,13.9,235.9,71,72,990,20,231,14,264,282,9999,56,1731,96,-12,68,13.9,235.9,71,72,990,20,231,14,264,282,9999,56,1731,96,-12,68,1
14.2,236,80,92,987,16,231,16,266,285,9999,55,1700,115,-20,43,14.1,234.4,82,40,984,18,231,14,262,276,9999,55,1832,111,-10,57,14.1,234.4,82,40,984,18,231,14,262,276,9999,55,1832,111,-10,57,0
14.1,234.8,90,43,976,16,233,13,270,280,9999,55,1800,121,4,31,14.1,233.5,67,47,985,18,233,12,265,275,9999,56,1905,112,16,30,14.1,233.5,67,47,985,18,233,12,265,275,9999,56,1905,112,16,30,0
14.1,233.7,95,53,969,16,242,13,261,274,9999,55,1888,134,18,48,13.9,232.4,87,78,969,13,221,11,259,276,9999,56,2010,123,14,13,13.9,232.4,87,78,969,13,221,11,259,276,9999,56,2010,123,14,13,0
14,232.7,90,86,972,11,242,10,258,278,9999,56,1978,125,10,22,13.8,231.7,95,79,963,11,209,9,263,271,9999,56,2076,120,8,7,13.8,231.7,95,79,963,11,209,9,263,271,9999,56,2076,120,8,7,0
14.1,231.7,79,96,980,8,226,10,270,275,9999,55,2055,119,9,11,14.1,230.7,65,77,982,10,194,10,273,271,9999,56,2126,115,8,-6,14.1,230.7,65,77,982,10,194,10,273,271,9999,56,2126,115,8,-6,0
14.2,229.7,105,99,963,2,207,10,258,272,9999,55,2192,162,24,16,14,228.7,93,89,959,6,164,9,263,272,9999,56,2284,151,16,1,14,228.7,93,89,959,6,164,9,263,272,9999,56,2284,151,16,1,0
14.3,228.8,107,88,957,4,111,9,257,274,9999,55,2252,158,47,8,14.1,227.9,107,70,948,7,158,9,267,272,9999,56,2338,158,38,13,14.1,227.9,107,70,948,7,158,9,267,272,9999,56,2338,158,38,13,0
14.2,227.8,107,72,957,5,141,11,275,278,9999,55,2338,164,51,32,14.3,226.7,108,133,953,8,172,10,273,270,9999,56,2358,156,57,12,14.3,226.7,108,133,953,8,172,10,273,270,9999,56,2358,156,57,12,0
14.3,225.8,115,81,952,2,107,10,264,265,9999,56,2265,170,49,33,14.2,224.8,112,23,944,4,78,10,267,271,9999,56,2166,168,56,0,14.2,224.8,112,23,944,4,78,10,267,271,9999,56,2166,168,56,0,0
