lat,lon,MaxWind,RMW,MIN_SLP,SHR_MAG,SHR_HDG,STM_SPD ,STM_HDG,SST,OHC,TPW,LAND,850TANG,850VORT,200DVRG,class
24.7,304.2,105,115,968,11,111,10,322,286,9999,52,1246,216,-12,67,0
25.4,303.6,101,129,968,8,115,9,318,277,9999,53,1242,221,-14,61,0
26.2,302.9,99,55,962,7,97,12,324,283,9999,52,1246,259,-18,29,0
27.1,302.2,99,149,965,2,107,14,324,288,9999,53,1270,223,2,34,0
28.3,301.2,96,145,962,6,39,13,316,291,9999,54,1313,244,6,40,0
29.1,300.1,81,174,968,8,20,13,322,281,9999,55,1331,242,5,40,0
33,297.8,80,138,966,7,9,15,354,283,9999,52,1202,193,6,33,0
34.4,297.7,78,153,966,4,39,21,2,275,9999,52,1048,205,-21,7,0
36.5,297.8,76,108,967,6,24,26,18,274,9999,52,827,204,23,7,0
39,299,70,173,967,11,31,33,19,277,9999,51,626,187,26,64,0
41.9,300.4,70,52,968,16,30,38,32,228,9999,50,389,195,19,108,0
45,303.7,81,148,957,16,36,46,35,180,9999,48,212,204,94,85,0
48.9,306.6,71,122,962,24,22,48,41,146,9999,41,34,175,101,103,0
29.5,274.6,51,190,1003,18,24,19,51,284,9999,50,22,62,2,54,0
31.9,280.8,32,106,1005,32,9,22,80,291,9999,48,120,54,24,-11,0
32.2,283.8,34,111,1003,28,359,22,54,285,9999,47,261,64,31,45,0
22.2,264.7,38,63,1007,18,38,12,321,299,9999,55,207,90,54,119,0
22.6,264.3,37,110,1009,15,43,16,332,292,9999,57,190,64,45,131,0
25.1,263.5,50,108,1001,21,62,8,6,299,9999,57,96,82,9,113,0
25.6,263.3,49,145,1002,18,74,9,17,299,9999,55,55,92,-3,69,0
26.9,263.5,51,178,1002,20,75,13,12,298,9999,55,86,109,-13,58,0
28.1,263.8,68,93,987,26,81,7,24,290,9999,54,38,125,-19,64,0
28.8,264.3,69,126,990,28,92,7,24,274,9999,51,-5,133,-70,49,0
29.4,264.5,53,129,1000,32,95,6,60,243,9999,50,-48,138,-73,17,0
29.5,265.3,40,94,1004,31,91,5,41,282,9999,51,4,98,-28,56,0
29.9,265.7,36,143,1003,37,92,2,337,267,9999,51,-22,96,-17,106,0
36.7,288,27,144,1010,26,53,3,90,281,9999,53,330,85,-28,87,0
36.5,288.5,35,137,1010,23,56,19,37,277,9999,51,380,101,-29,66,0
38.3,290.6,38,106,1009,30,65,8,97,257,9999,48,373,98,-35,72,0
38.5,292,44,159,1002,30,54,15,74,259,9999,48,410,109,6,85,0
39,294,43,54,1000,34,63,13,86,261,9999,47,478,113,14,94,0
40.2,316.7,54,74,993,37,49,16,101,255,9999,31,1071,145,105,38,0
39.7,318.4,53,172,1000,38,48,16,79,249,9999,33,1214,117,99,-3,0
40.5,319.9,48,189,996,30,40,17,39,237,9999,34,1253,128,98,11,0
41.2,320,43,98,997,21,30,11,360,235,9999,31,1213,139,107,33,0
42.3,320.1,48,105,996,15,0,13,340,229,9999,31,1155,144,92,22,0
43.3,319.5,38,131,999,16,339,10,324,220,9999,30,1060,139,35,-33,0
44.1,318.6,47,185,997,12,302,5,305,211,9999,30,958,139,44,22,0
44.3,317.9,44,136,999,11,289,2,305,212,9999,28,897,122,44,22,0
44.2,317.6,40,185,999,14,272,2,90,218,9999,29,879,127,52,0,0
44.1,317.9,37,86,996,8,245,6,47,218,9999,29,906,125,66,-10,0
44.2,318.6,36,68,999,16,224,2,55,209,9999,30,953,113,79,5,0
44.2,318.8,31,139,999,25,209,7,163,209,9999,28,968,103,95,48,0
17.6,307.2,54,168,1003,15,58,22,291,275,9999,53,1162,66,9,51,0
17.5,304.2,40,127,1008,16,36,16,288,284,9999,51,932,72,4,31,0
17.9,302.8,32,134,1008,17,15,12,294,285,9999,51,889,65,14,62,0
18.5,302.1,41,134,1006,19,37,14,287,287,9999,50,823,71,2,40,0
18.9,301.2,52,165,1005,25,49,16,285,288,9999,48,730,90,-4,8,0
19.2,299.8,42,125,1008,21,59,14,296,289,9999,51,587,69,-7,7,0
19.8,298.6,37,80,1008,21,44,9,298,290,9999,51,481,73,-15,-18,0
19.8,298,47,159,1007,24,47,10,282,289,9999,51,423,76,-20,14,0
19.5,296.8,40,125,1009,24,60,10,321,289,9999,50,295,68,-15,-16,0
19.9,295.9,38,127,1009,23,67,8,312,290,9999,51,245,54,-20,-25,0
20.4,295.3,29,73,1009,25,64,7,317,290,9999,50,251,57,-22,-1,0
20.8,295,31,108,1010,26,72,11,303,292,9999,50,276,57,-1,17,0
21.1,294.1,28,103,1008,30,80,8,307,292,9999,49,289,45,1,11,0
21.3,293.4,27,157,1007,28,79,4,13,291,9999,50,311,50,-5,13,0
21.7,293.6,26,103,1007,32,74,2,298,291,9999,50,356,52,-11,57,0
21.8,293.2,29,84,1007,34,82,6,351,291,9999,50,367,50,-8,60,0
28.4,299.2,23,149,1011,13,35,7,46,278,9999,47,1221,29,-36,33,0
29.1,299.9,28,73,1013,15,48,9,29,268,9999,46,1322,32,-52,39,0
29.8,300.4,32,189,1008,17,52,9,37,268,9999,45,1413,37,-34,15,0
31.1,301,34,101,1009,18,51,6,8,262,9999,46,1493,41,-51,3,0
31.7,301.3,31,75,1011,23,43,5,341,266,9999,45,1441,39,-8,65,0
32.2,301,29,105,1010,25,48,5,10,266,9999,45,1379,41,-32,31,0
32.8,301,23,98,1012,29,57,4,23,266,9999,41,1318,39,-62,-7,0
33.5,301.2,40,117,1010,34,56,3,29,267,9999,43,1255,53,-58,16,0
33.8,301.4,20,27,1013,34,55,10,43,265,9999,42,1233,41,-56,35,0
13.9,330.6,32,78,1005,6,183,13,307,279,9999,55,1285,89,78,50,0
14.9,329.5,38,49,1006,6,171,13,293,277,9999,54,1396,89,69,46,0
15.4,327.8,35,128,1005,3,197,13,322,276,9999,50,1578,81,71,76,0
16.6,327,42,87,1006,7,66,16,331,270,9999,50,1670,92,64,53,0
17.9,326,38,102,1007,17,53,13,329,272,9999,49,1793,97,61,32,0
18.7,324.7,51,89,1004,15,67,14,344,269,9999,48,1930,108,56,30,0
20.5,323.7,34,73,1006,19,106,9,321,270,9999,47,2006,85,37,-13,0
21.2,323.5,41,161,1006,23,118,12,323,270,9999,49,2022,75,15,14,0
22.1,322.8,31,139,1007,21,128,8,322,269,9999,47,2091,71,-4,7,0
22.6,322.3,32,150,1008,17,136,9,330,269,9999,46,2139,73,-23,-64,0
23.1,321.9,29,142,1008,19,136,8,317,268,9999,44,2178,60,-50,-30,0
23.5,321.2,39,99,1009,17,124,12,307,268,9999,43,2250,55,-41,-12,0
24,320.2,27,129,1010,17,119,9,296,271,9999,42,2353,56,-16,-23,0
24.3,319.5,34,175,1009,21,122,14,323,271,9999,42,2425,48,-28,-2,0
10,325.6,27,137,1008,3,241,14,254,285,9999,57,1562,59,11,5,1
10.3,324.3,28,134,1007,1,174,17,252,284,9999,55,1542,55,11,-13,1
10.8,322.6,47,106,1008,2,119,17,263,286,9999,57,1549,77,8,10,0
11,320.9,49,123,999,2,34,12,270,284,9999,55,1530,92,8,-12,0
11.1,319.6,62,48,996,3,26,15,282,282,9999,54,1422,96,8,9,0
11.4,318.5,63,29,992,3,136,14,286,283,9999,54,1345,95,3,15,1
11.6,316.8,64,83,992,3,82,13,293,282,9999,54,1220,103,4,42,1
11.9,315.7,71,80,989,1,181,12,289,286,9999,53,1164,110,-1,50,1
12.3,314.6,86,118,982,2,7,12,284,284,9999,53,1124,119,-6,57,1
12.7,313.8,95,139,973,7,59,12,280,285,9999,53,1106,116,-18,25,1
12.8,312.9,100,194,965,8,67,8,284,282,9999,53,1054,137,-21,62,0
13.1,311.9,117,95,943,3,80,6,309,283,9999,55,1022,173,-22,74,0
13.4,311.3,134,88,945,3,72,9,289,275,9999,54,1021,146,-26,70,0
13.7,310.6,125,168,943,8,42,6,289,282,9999,52,1019,137,-29,24,0
13.8,310,143,73,942,7,35,7,327,285,9999,53,1001,148,-25,15,0
14.1,309.7,132,141,938,7,43,7,327,284,9999,52,1017,142,-22,14,0
14.5,309.4,133,68,942,8,56,8,311,263,9999,50,1046,145,-21,25,0
15,308.9,120,116,947,10,45,9,312,276,9999,48,1081,141,-28,31,0
15.4,308.3,120,130,960,8,52,8,321,281,9999,49,1107,147,-23,27,0
16,307.6,110,131,960,3,35,6,322,284,9999,48,1095,152,-25,9,0
16.5,307.1,112,112,954,7,25,8,311,279,9999,47,1080,156,-20,32,0
17.1,306.4,118,133,948,10,35,6,302,279,9999,46,1062,165,-25,20,0
17.3,306,127,162,951,8,63,8,322,279,9999,46,1045,167,-24,7,0
17.7,305.2,121,169,945,5,28,6,316,281,9999,47,1017,172,-24,17,0
18.1,304.7,124,76,945,6,64,7,316,277,9999,47,1017,170,-20,28,0
18.6,304.1,116,79,947,8,46,8,301,281,9999,47,1026,172,-20,21,0
19.1,303.4,122,188,948,8,41,9,312,282,9999,47,962,180,-14,34,0
19.8,302.7,122,63,945,5,356,10,313,285,9999,47,898,185,-9,44,0
20.3,302,123,56,942,8,2,10,317,282,9999,48,838,190,0,57,0
21,301.2,126,121,934,12,21,11,331,284,9999,47,782,202,-2,58,0
22.1,300.5,135,87,937,12,26,13,326,287,9999,48,772,197,3,34,0
23,299.6,126,103,939,12,344,14,344,286,9999,48,759,207,20,47,0
25.9,298.4,130,84,930,15,2,14,349,284,9999,48,939,212,22,43,0
27.6,298.3,139,157,929,14,352,18,357,285,9999,51,1103,229,21,83,0
29.2,298.1,139,136,930,17,346,16,6,281,9999,49,1260,255,35,108,0
30.7,298.5,129,81,933,20,6,13,15,268,9999,49,1430,264,25,126,0
32.1,299,117,94,939,21,3,17,33,262,9999,45,1327,257,25,72,0
33.3,300.2,112,115,941,14,340,17,29,267,9999,45,1237,262,17,59,0
34.8,301.3,112,47,944,14,336,14,31,259,9999,42,1130,256,3,66,0
35.9,302.3,107,70,950,11,353,12,42,261,9999,41,1075,244,0,84,0
37.3,304.6,86,70,959,8,359,13,58,261,9999,43,1003,235,50,57,0
38,306.2,89,123,959,6,54,16,56,255,9999,41,967,245,77,58,0
38.7,307.8,103,114,952,6,45,21,55,249,9999,41,892,246,89,-2,0
34,296,40,141,1007,21,92,7,297,267,9999,42,1023,70,-22,40,0
34.1,295,39,141,1008,27,87,3,345,264,9999,42,968,81,-8,-23,0
34.2,294.6,31,142,1010,27,90,4,40,264,9999,41,942,69,3,43,0
34.3,294.8,31,62,1011,25,78,5,64,264,9999,40,940,66,24,40,0
8.1,335,34,129,1005,2,159,13,289,289,9999,56,1006,99,56,158,0
8.4,334,39,83,1004,4,256,12,290,289,9999,58,1091,105,73,168,0
8.6,333.2,41,85,1003,6,213,12,284,293,9999,57,1164,110,69,85,0
9,331.5,39,63,1002,3,45,9,334,285,9999,57,1326,137,67,87,0
9.7,330.4,45,101,1001,6,20,11,265,283,9999,56,1424,126,73,87,0
11.4,328.3,50,57,996,13,26,11,275,278,9999,50,1583,114,74,42,0
11.3,327,60,55,997,14,14,11,281,280,9999,54,1722,151,78,34,0
11.7,326.2,55,58,997,15,10,10,300,280,9999,53,1762,154,83,-4,0
12,325,51,142,999,18,14,9,297,275,9999,54,1746,138,86,11,0
12.5,324.2,48,188,1003,21,13,10,294,274,9999,54,1773,116,87,38,0
12.8,323.3,34,86,1006,23,19,11,309,279,9999,54,1782,102,81,28,0
13.6,322.6,33,95,1006,19,30,14,304,276,9999,52,1849,98,72,-5,0
14.5,321.5,29,114,1006,19,35,14,310,270,9999,52,1815,86,69,39,0
16.2,320,36,112,1007,18,41,17,326,271,9999,53,1830,86,49,14,0
16.8,318.7,30,108,1006,16,28,16,335,273,9999,50,1792,71,34,39,0
17.7,317.7,57,85,1008,22,22,16,319,271,9999,51,1801,67,25,40,0
36.5,314.1,46,99,988,41,121,10,107,227,9999,35,1282,139,162,-8,0
36.6,316,43,109,988,27,98,6,90,228,9999,35,1353,141,160,-41,0
36.5,316.8,46,71,987,27,84,2,238,224,9999,36,1400,151,185,15,0
36.6,316.6,43,101,990,20,110,8,219,226,9999,35,1381,143,177,-30,0
34.7,315.8,37,71,994,39,153,7,125,233,9999,36,1530,130,169,0,0
34.1,316.6,41,95,993,30,155,5,90,237,9999,37,1623,129,156,35,0
34.1,317.5,39,120,998,28,133,6,59,239,9999,37,1663,126,152,85,0
35,318.9,42,94,992,19,124,5,54,243,9999,37,1645,134,180,57,0
35.5,319.2,56,122,990,18,111,8,17,241,9999,38,1615,139,192,56,0
36.2,319.5,42,147,993,17,114,7,7,234,9999,37,1569,133,201,42,0
36.8,319.6,49,133,990,14,105,9,5,231,9999,39,1523,135,174,42,0
37.6,319.8,44,150,992,11,96,8,6,231,9999,37,1467,127,154,26,0
38.3,320,54,144,990,11,92,11,12,227,9999,38,1422,134,150,43,0
39.4,320.3,49,123,991,11,81,7,354,208,9999,38,1357,129,138,24,0
40.1,320.5,49,111,991,11,55,10,356,200,9999,39,1320,137,117,25,0
41.1,320.3,45,104,992,11,50,6,353,206,9999,35,1240,132,96,51,0
41.7,320.2,48,119,991,14,45,5,8,197,9999,36,1196,132,64,17,0
42.2,320.3,39,99,994,16,30,5,77,194,9999,33,1175,124,21,57,0
42.3,320.9,46,131,992,20,25,6,109,201,9999,35,1213,119,18,78,0
41,322.1,60,115,992,22,26,13,159,203,9999,31,1373,117,-3,53,0
39.6,322.6,45,116,994,18,22,10,193,216,9999,30,1497,106,-21,41,0
38.4,321.9,49,139,997,15,42,4,201,218,9999,31,1536,101,-11,27,0
37.7,321.6,49,131,998,4,74,5,198,222,9999,29,1570,103,-14,10,0
37.1,321.7,53,121,998,5,124,2,90,224,9999,30,1624,97,0,40,0
37.1,322,39,107,999,9,156,7,54,223,9999,28,1642,87,6,16,0
37.4,322.6,37,103,1003,14,158,12,54,219,9999,31,1657,74,37,31,0
38.1,323.9,39,93,1002,19,146,19,36,223,9999,33,1691,64,7,39,0
